fips_10,date,count
CU,20140724,282
CU,20140725,317
CU,20140726,171
CU,20140727,106
CU,20140728,224
CU,20140729,184
CU,20140730,216
CU,20140731,226
CV,20140701,1
CV,20140702,1
CV,20140703,4
CV,20140705,3
CV,20140708,28
CV,20140709,5
CV,20140711,6
CV,20140712,4
CV,20140716,4
CV,20140717,2
CV,20140718,1
CV,20140721,11
CV,20140723,1
CV,20140724,4
CV,20140728,2
CV,20140730,3
CW,20140702,4
CW,20140704,2
CW,20140709,7
CW,20140710,8
CW,20140711,9
CW,20140712,1
CW,20140713,9
CW,20140714,4
CW,20140715,10
CW,20140716,3
CW,20140717,15
CW,20140718,4
CW,20140720,8
CW,20140721,16
CW,20140723,1
CW,20140724,6
CW,20140725,5
CW,20140727,2
CW,20140728,11
CW,20140729,3
CW,20140730,8
CY,20140701,124
CY,20140702,184
CY,20140703,126
CY,20140704,134
CY,20140705,76
CY,20140706,70
CY,20140707,122
CY,20140708,182
CY,20140709,102
CY,20140710,232
CY,20140711,186
CY,20140712,97
CY,20140713,79
CY,20140714,207
CY,20140715,177
CY,20140716,184
CY,20140717,160
CY,20140718,222
CY,20140719,100
CY,20140720,166
CY,20140721,207
CY,20140722,178
CY,20140723,141
CY,20140724,188
CY,20140725,201
CY,20140726,154
CY,20140727,81
CY,20140728,179
CY,20140729,174
CY,20140730,185
CY,20140731,219
DA,20140701,145
DA,20140702,226
DA,20140703,141
DA,20140704,121
DA,20140705,59
DA,20140706,55
DA,20140707,129
DA,20140708,121
DA,20140709,172
DA,20140710,149
DA,20140711,259
DA,20140712,67
DA,20140713,54
DA,20140714,156
DA,20140715,144
DA,20140716,237
DA,20140717,220
DA,20140718,180
DA,20140719,63
DA,20140720,98
DA,20140721,155
DA,20140722,128
DA,20140723,163
DA,20140724,223
DA,20140725,136
DA,20140726,52
DA,20140727,75
DA,20140728,110
DA,20140729,93
DA,20140730,91
DA,20140731,131
DJ,20140701,32
DJ,20140702,48
DJ,20140703,21
DJ,20140704,22
DJ,20140705,8
DJ,20140706,5
DJ,20140707,16
DJ,20140708,28
DJ,20140709,27
DJ,20140710,18
DJ,20140711,26
DJ,20140712,10
DJ,20140713,13
DJ,20140714,31
DJ,20140715,21
DJ,20140716,25
DJ,20140717,25
DJ,20140718,43
DJ,20140719,45
DJ,20140720,20
DJ,20140721,25
DJ,20140722,19
DJ,20140723,14
DJ,20140724,19
DJ,20140725,14
DJ,20140726,9
DJ,20140727,9
DJ,20140728,12
DJ,20140729,13
DJ,20140730,14
DJ,20140731,8
DO,20140701,8
DO,20140702,3
DO,20140703,3
DO,20140704,3
DO,20140706,6
DO,20140708,4
DO,20140709,3
DO,20140710,6
DO,20140711,3
DO,20140714,8
DO,20140717,3
DO,20140718,20
DO,20140719,15
DO,20140720,21
DO,20140721,19
DO,20140722,18
DO,20140723,4
DO,20140724,4
DO,20140725,2
DO,20140728,4
DO,20140729,4
DO,20140730,6
DO,20140731,23
DR,20140701,87
DR,20140702,146
DR,20140703,108
DR,20140704,91
DR,20140705,32
DR,20140706,22
DR,20140707,117
DR,20140708,183
DR,20140709,71
DR,20140710,78
DR,20140711,110
DR,20140712,37
DR,20140713,61
DR,20140714,91
DR,20140715,103
DR,20140716,139
DR,20140717,78
DR,20140718,69
DR,20140719,70
DR,20140720,44
DR,20140721,99
DR,20140722,84
DR,20140723,55
DR,20140724,52
DR,20140725,77
DR,20140726,41
DR,20140727,27
DR,20140728,61
DR,20140729,68
DR,20140730,83
DR,20140731,61
EC,20140701,46
EC,20140702,82
EC,20140703,39
EC,20140704,51
EC,20140705,59
EC,20140706,31
EC,20140707,63
EC,20140708,49
EC,20140709,63
EC,20140710,41
EC,20140711,69
EC,20140712,36
EC,20140713,7
EC,20140714,43
EC,20140715,20
EC,20140716,121
EC,20140717,149
EC,20140718,84
EC,20140719,48
EC,20140720,23
EC,20140721,87
EC,20140722,62
EC,20140723,78
EC,20140724,56
EC,20140725,31
EC,20140726,30
EC,20140727,32
EC,20140728,34
EC,20140729,60
EC,20140730,81
EC,20140731,90
EG,20140701,814
EG,20140702,1002
EG,20140703,1126
EG,20140704,1213
EG,20140705,702
EG,20140706,815
EG,20140707,1226
EG,20140708,1011
EG,20140709,1101
EG,20140710,1516
EG,20140711,1697
EG,20140712,1113
EG,20140713,1338
EG,20140714,2565
EG,20140715,3920
EG,20140716,3213
EG,20140717,2919
EG,20140718,2433
EG,20140719,2401
EG,20140720,2780
EG,20140721,3164
EG,20140722,2866
EG,20140723,2300
EG,20140724,2117
EG,20140725,3641
EG,20140726,1530
EG,20140727,1306
EG,20140728,1351
EG,20140729,1221
EG,20140730,970
EG,20140731,1448
EI,20140701,899
EI,20140702,1143
EI,20140703,979
EI,20140704,1042
EI,20140705,620
EI,20140706,590
EI,20140707,1231
EI,20140708,1121
EI,20140709,926
EI,20140710,945
EI,20140711,1310
EI,20140712,488
EI,20140713,632
EI,20140714,1021
EI,20140715,1004
EI,20140716,1207
EI,20140717,1061
EI,20140718,994
EI,20140719,629
EI,20140720,538
EI,20140721,977
EI,20140722,1055
EI,20140723,927
EI,20140724,1073
EI,20140725,1004
EI,20140726,551
EI,20140727,714
EI,20140728,925
EI,20140729,1060
EI,20140730,1108
EI,20140731,1248
EK,20140701,45
EK,20140702,71
EK,20140703,29
EK,20140704,40
EK,20140705,9
EK,20140706,16
EK,20140707,48
EK,20140708,41
EK,20140709,23
EK,20140710,27
EK,20140711,18
EK,20140712,4
EK,20140713,11
EK,20140714,15
EK,20140715,19
EK,20140716,15
EK,20140717,13
EK,20140718,9
EK,20140719,11
EK,20140720,5
EK,20140721,16
EK,20140722,96
EK,20140723,26
EK,20140724,23
EK,20140725,29
EK,20140726,8
EK,20140727,3
EK,20140728,7
EK,20140729,12
EK,20140730,49
EK,20140731,11
EN,20140701,120
EN,20140702,100
EN,20140703,88
EN,20140704,25
EN,20140705,4
EN,20140706,65
EN,20140707,40
EN,20140708,32
EN,20140709,84
EN,20140710,106
EN,20140711,70
EN,20140712,62
EN,20140713,34
EN,20140714,63
EN,20140715,79
EN,20140716,61
EN,20140717,55
EN,20140718,40
EN,20140719,13
EN,20140720,15
EN,20140721,56
EN,20140722,18
EN,20140723,44
EN,20140724,13
EN,20140725,110
EN,20140726,46
EN,20140727,15
EN,20140728,69
EN,20140729,39
EN,20140730,59
EN,20140731,45
ER,20140701,45
ER,20140702,67
ER,20140703,50
ER,20140704,65
ER,20140705,44
ER,20140706,15
ER,20140707,69
ER,20140708,36
ER,20140709,40
ER,20140710,19
ER,20140711,297
ER,20140712,19
ER,20140713,10
ER,20140714,27
ER,20140715,17
ER,20140716,27
ER,20140717,15
ER,20140718,30
ER,20140719,17
ER,20140720,19
ER,20140721,45
ER,20140722,38
ER,20140723,11
ER,20140724,20
ER,20140725,25
ER,20140726,4
ER,20140727,5
ER,20140728,35
ER,20140729,6
ER,20140730,13
ER,20140731,16
ES,20140701,98
ES,20140702,105
ES,20140703,108
ES,20140704,92
ES,20140705,90
ES,20140706,56
ES,20140707,119
ES,20140708,179
ES,20140709,242
ES,20140710,168
ES,20140711,193
ES,20140712,166
ES,20140713,143
ES,20140714,201
ES,20140715,265
ES,20140716,268
ES,20140717,192
ES,20140718,223
ES,20140719,140
ES,20140720,142
ES,20140721,173
ES,20140722,258
ES,20140723,187
ES,20140724,354
ES,20140725,499
ES,20140726,260
ES,20140727,94
ES,20140728,186
ES,20140729,158
ES,20140730,240
ES,20140731,189
ET,20140701,146
ET,20140702,200
ET,20140703,188
ET,20140704,355
ET,20140705,159
ET,20140706,116
ET,20140707,293
ET,20140708,193
ET,20140709,286
ET,20140710,356
ET,20140711,362
ET,20140712,135
ET,20140713,84
ET,20140714,308
ET,20140715,149
ET,20140716,225
ET,20140717,212
ET,20140718,277
ET,20140719,120
ET,20140720,154
ET,20140721,304
ET,20140722,269
ET,20140723,240
ET,20140724,260
ET,20140725,197
ET,20140726,95
ET,20140727,93
ET,20140728,137
ET,20140729,113
ET,20140730,144
ET,20140731,174
EZ,20140701,117
EZ,20140702,152
EZ,20140703,154
EZ,20140704,113
EZ,20140705,67
EZ,20140706,36
EZ,20140707,204
EZ,20140708,363
EZ,20140709,208
EZ,20140710,246
EZ,20140711,270
EZ,20140712,110
EZ,20140713,110
EZ,20140714,226
EZ,20140715,188
EZ,20140716,156
EZ,20140717,133
EZ,20140718,253
EZ,20140719,100
EZ,20140720,123
EZ,20140721,127
EZ,20140722,102
EZ,20140723,186
EZ,20140724,143
EZ,20140725,195
EZ,20140726,76
EZ,20140727,142
EZ,20140728,240
EZ,20140729,191
EZ,20140730,206
EZ,20140731,212
FG,20140703,4
FG,20140706,1
FG,20140710,1
FG,20140711,3
FG,20140712,1
FG,20140713,1
FG,20140714,11
FG,20140715,1
FG,20140716,30
FG,20140717,16
FG,20140718,6
FG,20140722,1
FG,20140725,3
FG,20140728,2
FG,20140729,1
FG,20140730,10
FI,20140701,148
FI,20140702,110
FI,20140703,129
FI,20140704,90
FI,20140705,41
FI,20140706,57
FI,20140707,126
FI,20140708,111
FI,20140709,84
FI,20140710,106
FI,20140711,124
FI,20140712,35
FI,20140713,29
FI,20140714,71
FI,20140715,99
FI,20140716,110
FI,20140717,127
FI,20140718,155
FI,20140719,81
FI,20140720,64
FI,20140721,141
FI,20140722,76
FI,20140723,78
FI,20140724,168
FI,20140725,120
FI,20140726,166
FI,20140727,56
FI,20140728,75
FI,20140729,61
FI,20140730,92
FI,20140731,100
FJ,20140701,136
FJ,20140702,124
FJ,20140703,122
FJ,20140704,120
FJ,20140705,64
FJ,20140706,111
FJ,20140707,136
FJ,20140708,105
FJ,20140709,108
FJ,20140710,109
FJ,20140711,123
FJ,20140712,68
FJ,20140713,58
FJ,20140714,151
FJ,20140715,138
FJ,20140716,114
FJ,20140717,213
FJ,20140718,126
FJ,20140719,52
FJ,20140720,111
FJ,20140721,151
FJ,20140722,105
FJ,20140723,180
FJ,20140724,125
FJ,20140725,115
FJ,20140726,65
FJ,20140727,99
FJ,20140728,154
FJ,20140729,175
FJ,20140730,163
FJ,20140731,210
FM,20140701,73
FM,20140702,123
FM,20140703,85
FM,20140704,75
FM,20140705,57
FM,20140706,45
FM,20140707,110
FM,20140708,88
FM,20140709,102
FM,20140710,132
FM,20140711,248
FM,20140712,49
FM,20140713,33
FM,20140714,125
FM,20140715,98
FM,20140716,115
FM,20140717,90
FM,20140718,145
FM,20140719,33
FM,20140720,52
FM,20140721,94
FM,20140722,101
FM,20140723,123
FM,20140724,147
FM,20140725,112
FM,20140726,78
FM,20140727,55
FM,20140728,111
FM,20140729,92
FM,20140730,105
FM,20140731,90
FO,20140704,2
FO,20140708,4
FO,20140709,6
FO,20140710,2
FO,20140711,6
FO,20140715,3
FO,20140718,2
FO,20140727,3
FO,20140728,6
FO,20140729,8
FO,20140730,7
FO,20140731,1
FP,20140703,3
FP,20140704,1
FP,20140711,2
FP,20140712,12
FP,20140715,5
FP,20140716,6
FP,20140718,4
FP,20140720,1
FP,20140721,3
FP,20140722,5
FP,20140723,3
FP,20140724,1
FP,20140725,1
FP,20140728,3
FP,20140730,18
FP,20140731,6
FR,20140701,2258
FR,20140702,2210
FR,20140703,1960
FR,20140704,1665
FR,20140705,829
FR,20140706,922
FR,20140707,1707
FR,20140708,1396
FR,20140709,1586
FR,20140710,1922
FR,20140711,3709
FR,20140712,1769
FR,20140713,2023
FR,20140714,2463
FR,20140715,2876
FR,20140716,2519
FR,20140717,2574
FR,20140718,2460
FR,20140719,2242
FR,20140720,2094
FR,20140721,3024
FR,20140722,3145
FR,20140723,2968
FR,20140724,3428
FR,20140725,3728
FR,20140726,4009
FR,20140727,2477
FR,20140728,2819
FR,20140729,2571
FR,20140730,2341
FR,20140731,2477
GA,20140701,88
GA,20140702,87
GA,20140703,90
GA,20140704,77
GA,20140705,22
GA,20140706,33
GA,20140707,104
GA,20140708,95
GA,20140709,95
GA,20140710,98
GA,20140711,105
GA,20140712,53
GA,20140713,41
GA,20140714,68
GA,20140715,76
GA,20140716,100
GA,20140717,56
GA,20140718,100
GA,20140719,24
GA,20140720,36
GA,20140721,141
GA,20140722,87
GA,20140723,84
GA,20140724,95
GA,20140725,73
GA,20140726,8
GA,20140727,24
GA,20140728,26
GA,20140729,42
GA,20140730,69
GA,20140731,60
GB,20140701,11
GB,20140702,6
GB,20140703,1
GB,20140704,8
GB,20140705,4
GB,20140706,3
GB,20140707,1
GB,20140708,4
GB,20140709,7
GB,20140710,6
GB,20140711,7
GB,20140712,5
GB,20140714,6
GB,20140715,3
GB,20140716,2
GB,20140717,7
GB,20140718,12
GB,20140719,14
GB,20140720,6
GB,20140721,19
GB,20140722,9
GB,20140723,10
GB,20140724,10
GB,20140725,3
GB,20140728,5
GB,20140730,9
GB,20140731,7
GG,20140701,127
GG,20140702,96
GG,20140703,179
GG,20140704,84
GG,20140705,39
GG,20140706,50
GG,20140707,265
GG,20140708,160
GG,20140709,108
GG,20140710,169
GG,20140711,122
GG,20140712,59
GG,20140713,43
GG,20140714,112
GG,20140715,114
GG,20140716,135
GG,20140717,107
GG,20140718,109
GG,20140719,27
GG,20140720,24
GG,20140721,96
GG,20140722,98
GG,20140723,106
GG,20140724,160
GG,20140725,200
GG,20140726,61
GG,20140727,22
GG,20140728,159
GG,20140729,90
GG,20140730,82
GG,20140731,94
GH,20140701,324
GH,20140702,419
GH,20140703,471
GH,20140704,502
GH,20140705,209
GH,20140706,296
GH,20140707,639
GH,20140708,662
GH,20140709,511
GH,20140710,653
GH,20140711,531
GH,20140712,287
GH,20140713,248
GH,20140714,415
GH,20140715,525
GH,20140716,528
GH,20140717,388
GH,20140718,420
GH,20140719,366
GH,20140720,201
GH,20140721,542
GH,20140722,568
GH,20140723,657
GH,20140724,714
GH,20140725,582
GH,20140726,350
GH,20140727,370
GH,20140728,474
GH,20140729,591
GH,20140730,580
GH,20140731,713
GI,20140701,33
GI,20140702,35
GI,20140703,4
GI,20140704,7
GI,20140705,2
GI,20140706,13
GI,20140707,6
GI,20140708,10
GI,20140709,15
GI,20140710,2
GI,20140711,1
GI,20140712,9
GI,20140713,4
GI,20140714,2
GI,20140715,1
GI,20140716,3
GI,20140717,43
GI,20140718,23
GI,20140719,7
GI,20140720,2
GI,20140721,17
GI,20140722,8
GI,20140723,1
GI,20140724,16
GI,20140725,7
GI,20140726,26
GI,20140727,1
GI,20140728,17
GI,20140729,9
GI,20140730,20
GI,20140731,5
GJ,20140701,15
GJ,20140702,12
GJ,20140703,8
GJ,20140704,5
GJ,20140705,16
GJ,20140706,6
GJ,20140707,1
GJ,20140708,2
GJ,20140709,6
GJ,20140710,16
GJ,20140712,19
GJ,20140714,2
GJ,20140715,18
GJ,20140716,27
GJ,20140717,10
GJ,20140718,12
GJ,20140719,3
GJ,20140720,4
GJ,20140721,2
GJ,20140722,1
GJ,20140723,7
GJ,20140724,4
GJ,20140725,1
GJ,20140726,8
GJ,20140727,6
GJ,20140728,2
GJ,20140729,5
GJ,20140730,7
GJ,20140731,4
GK,20140701,1
GK,20140702,1
GK,20140703,8
GK,20140705,2
GK,20140706,6
GK,20140707,15
GK,20140708,24
GK,20140709,2
GK,20140710,18
GK,20140711,2
GK,20140712,3
GK,20140713,3
GK,20140714,12
GK,20140715,27
GK,20140716,9
GK,20140717,52
GK,20140718,12
GK,20140719,1
GK,20140720,1
GK,20140721,4
GK,20140722,5
GK,20140723,1
GK,20140724,4
GK,20140725,8
GK,20140726,6
GK,20140727,4
GK,20140728,3
GK,20140729,6
GK,20140730,21
GK,20140731,2
GL,20140701,6
GL,20140702,6
GL,20140703,40
GL,20140704,16
GL,20140705,4
GL,20140706,17
GL,20140707,25
GL,20140708,3
GL,20140709,17
GL,20140710,16
GL,20140711,72
GL,20140712,3
GL,20140713,19
GL,20140714,17
GL,20140715,10
GL,20140716,1
GL,20140717,9
GL,20140718,24
GL,20140719,20
GL,20140720,5
GL,20140721,28
GL,20140722,6
GL,20140723,3
GL,20140724,42
GL,20140725,17
GL,20140726,5
GL,20140727,5
GL,20140728,6
GL,20140729,12
GL,20140730,9
GL,20140731,7
GM,20140701,1333
GM,20140702,2037
GM,20140703,1991
GM,20140704,1652
GM,20140705,1049
GM,20140706,1093
GM,20140707,2378
GM,20140708,1549
GM,20140709,1466
GM,20140710,2153
GM,20140711,2782
GM,20140712,1080
GM,20140713,1475
GM,20140714,1628
GM,20140715,1703
GM,20140716,1496
GM,20140717,1393
GM,20140718,1481
GM,20140719,1008
GM,20140720,1049
GM,20140721,1432
GM,20140722,1363
GM,20140723,1394
GM,20140724,1563
GM,20140725,1473
GM,20140726,922
GM,20140727,900
GM,20140728,1282
GM,20140729,1722
GM,20140730,1412
GM,20140731,1455
GP,20140702,1
GP,20140705,2
GP,20140710,5
GP,20140711,6
GP,20140714,1
GP,20140718,1
GP,20140724,6
GP,20140725,1
GP,20140729,1
GQ,20140701,118
GQ,20140702,89
GQ,20140703,97
GQ,20140704,48
GQ,20140705,29
GQ,20140706,66
GQ,20140707,92
GQ,20140708,161
GQ,20140709,106
GQ,20140710,98
GQ,20140711,92
GQ,20140712,75
GQ,20140713,90
GQ,20140714,88
GQ,20140715,78
GQ,20140716,87
GQ,20140717,95
GQ,20140718,81
GQ,20140719,23
GQ,20140720,86
GQ,20140721,70
GQ,20140722,80
GQ,20140723,90
GQ,20140724,106
GQ,20140725,99
GQ,20140726,55
GQ,20140727,84
GQ,20140728,123
GQ,20140729,65
GQ,20140730,35
GQ,20140731,109
GR,20140701,356
GR,20140702,389
GR,20140703,347
GR,20140704,330
GR,20140705,208
GR,20140706,189
GR,20140707,394
GR,20140708,341
GR,20140709,482
GR,20140710,473
GR,20140711,771
GR,20140712,196
GR,20140713,355
GR,20140714,406
GR,20140715,582
GR,20140716,575
GR,20140717,518
GR,20140718,388
GR,20140719,262
GR,20140720,312
GR,20140721,387
GR,20140722,358
GR,20140723,365
GR,20140724,381
GR,20140725,415
GR,20140726,216
GR,20140727,161
GR,20140728,445
GR,20140729,364
GR,20140730,344
GR,20140731,597
GT,20140701,175
GT,20140702,192
GT,20140703,178
GT,20140704,211
GT,20140705,181
GT,20140706,213
GT,20140707,336
GT,20140708,242
GT,20140709,269
GT,20140710,257
GT,20140711,342
GT,20140712,164
GT,20140713,160
GT,20140714,218
GT,20140715,220
GT,20140716,193
GT,20140717,198
GT,20140718,270
GT,20140719,156
GT,20140720,48
GT,20140721,249
GT,20140722,232
GT,20140723,240
GT,20140724,340
GT,20140725,460
GT,20140726,406
GT,20140727,179
GT,20140728,187
GT,20140729,164
GT,20140730,164
GT,20140731,150
GV,20140701,29
GV,20140702,127
GV,20140703,128
GV,20140704,100
GV,20140705,41
GV,20140706,56
GV,20140707,92
GV,20140708,63
GV,20140709,55
GV,20140710,49
GV,20140711,78
GV,20140712,20
GV,20140713,38
GV,20140714,76
GV,20140715,57
GV,20140716,55
GV,20140717,25
GV,20140718,19
GV,20140719,12
GV,20140720,19
GV,20140721,47
GV,20140722,38
GV,20140723,50
GV,20140724,84
GV,20140725,64
GV,20140726,65
GV,20140727,56
GV,20140728,165
GV,20140729,167
GV,20140730,368
GV,20140731,734
GY,20140701,44
GY,20140702,97
GY,20140703,55
GY,20140704,65
GY,20140705,39
GY,20140706,38
GY,20140707,78
GY,20140708,30
GY,20140709,47
GY,20140710,58
GY,20140711,49
GY,20140712,28
GY,20140713,26
GY,20140714,67
GY,20140715,43
GY,20140716,62
GY,20140717,57
GY,20140718,78
GY,20140719,37
GY,20140720,32
GY,20140721,41
GY,20140722,43
GY,20140723,33
GY,20140724,51
GY,20140725,51
GY,20140726,59
GY,20140727,21
GY,20140728,78
GY,20140729,64
GY,20140730,48
GY,20140731,58
GZ,20140701,261
GZ,20140702,149
GZ,20140703,189
GZ,20140704,122
GZ,20140705,139
GZ,20140706,218
GZ,20140707,299
GZ,20140708,532
GZ,20140709,450
GZ,20140710,449
GZ,20140711,639
GZ,20140712,454
GZ,20140713,688
GZ,20140714,733
GZ,20140715,654
GZ,20140716,736
GZ,20140717,824
GZ,20140718,931
GZ,20140719,728
GZ,20140720,893
GZ,20140721,1072
GZ,20140722,906
GZ,20140723,990
GZ,20140724,1054
GZ,20140725,972
GZ,20140726,593
GZ,20140727,639
GZ,20140728,1022
GZ,20140729,736
GZ,20140730,911
GZ,20140731,866
HA,20140701,80
HA,20140702,89
HA,20140703,146
HA,20140704,78
HA,20140705,82
HA,20140706,57
HA,20140707,116
HA,20140708,127
HA,20140709,88
HA,20140710,203
HA,20140711,208
HA,20140712,69
HA,20140713,92
HA,20140714,229
HA,20140715,223
HA,20140716,244
HA,20140717,166
HA,20140718,129
HA,20140719,133
HA,20140720,90
HA,20140721,140
HA,20140722,130
HA,20140723,84
HA,20140724,109
HA,20140725,126
HA,20140726,75
HA,20140727,85
HA,20140728,164
HA,20140729,166
HA,20140730,181
HA,20140731,170
HK,20140701,448
HK,20140702,448
HK,20140703,263
HK,20140704,184
HK,20140705,97
HK,20140706,135
HK,20140707,221
HK,20140708,140
HK,20140709,228
HK,20140710,259
HK,20140711,280
HK,20140712,90
HK,20140713,209
HK,20140714,269
HK,20140715,230
HK,20140716,340
HK,20140717,198
HK,20140718,191
HK,20140719,68
HK,20140720,128
HK,20140721,178
HK,20140722,188
HK,20140723,133
HK,20140724,136
HK,20140725,153
HK,20140726,101
HK,20140727,117
HK,20140728,199
HK,20140729,156
HK,20140730,173
HK,20140731,172
HO,20140701,130
HO,20140702,191
HO,20140703,237
HO,20140704,202
HO,20140705,101
HO,20140706,106
HO,20140707,193
HO,20140708,280
HO,20140709,205
HO,20140710,246
HO,20140711,341
HO,20140712,192
HO,20140713,170
HO,20140714,431
HO,20140715,462
HO,20140716,348
HO,20140717,274
HO,20140718,212
HO,20140719,273
HO,20140720,175
HO,20140721,343
HO,20140722,352
HO,20140723,285
HO,20140724,569
HO,20140725,741
HO,20140726,303
HO,20140727,203
HO,20140728,177
HO,20140729,195
HO,20140730,123
HO,20140731,117
HQ,20140702,2
HQ,20140703,4
HQ,20140704,10
HQ,20140705,10
HQ,20140706,12
HQ,20140707,10
HQ,20140711,1
HQ,20140712,1
HQ,20140713,3
HQ,20140714,1
HQ,20140717,1
HQ,20140730,4
HR,20140701,53
HR,20140702,126
HR,20140703,81
HR,20140704,79
HR,20140705,25
HR,20140706,31
HR,20140707,64
HR,20140708,65
HR,20140709,84
HR,20140710,106
HR,20140711,117
HR,20140712,61
HR,20140713,30
HR,20140714,118
HR,20140715,130
HR,20140716,127
HR,20140717,60
HR,20140718,35
HR,20140719,53
HR,20140720,21
HR,20140721,68
HR,20140722,60
HR,20140723,73
HR,20140724,61
HR,20140725,76
HR,20140726,18
HR,20140727,38
HR,20140728,75
HR,20140729,69
HR,20140730,53
HR,20140731,93
HU,20140701,174
HU,20140702,196
HU,20140703,148
HU,20140704,141
HU,20140705,79
HU,20140706,92
HU,20140707,189
HU,20140708,132
HU,20140709,102
HU,20140710,105
HU,20140711,213
HU,20140712,54
HU,20140713,31
HU,20140714,124
HU,20140715,144
HU,20140716,106
HU,20140717,134
HU,20140718,83
HU,20140719,71
HU,20140720,82
HU,20140721,141
HU,20140722,173
HU,20140723,183
HU,20140724,197
HU,20140725,141
HU,20140726,45
HU,20140727,71
HU,20140728,192
HU,20140729,189
HU,20140730,214
HU,20140731,119
IC,20140701,55
IC,20140702,84
IC,20140703,56
IC,20140704,19
IC,20140705,11
IC,20140706,14
IC,20140707,77
IC,20140708,109
IC,20140709,39
IC,20140710,56
IC,20140711,140
IC,20140712,16
IC,20140713,12
IC,20140714,47
IC,20140715,31
IC,20140716,34
IC,20140717,76
IC,20140718,44
IC,20140719,27
IC,20140720,7
IC,20140721,21
IC,20140722,88
IC,20140723,41
IC,20140724,37
IC,20140725,26
IC,20140726,24
IC,20140727,5
IC,20140728,30
IC,20140729,31
IC,20140730,50
IC,20140731,50
ID,20140701,610
ID,20140702,640
ID,20140703,612
ID,20140704,619
ID,20140705,337
ID,20140706,505
ID,20140707,642
ID,20140708,871
ID,20140709,846
ID,20140710,729
ID,20140711,756
ID,20140712,331
ID,20140713,285
ID,20140714,574
ID,20140715,704
ID,20140716,675
ID,20140717,732
ID,20140718,606
ID,20140719,400
ID,20140720,430
ID,20140721,765
ID,20140722,1099
ID,20140723,994
ID,20140724,829
ID,20140725,761
ID,20140726,411
ID,20140727,301
ID,20140728,331
ID,20140729,356
ID,20140730,348
ID,20140731,475
IM,20140710,1
IM,20140711,5
IM,20140712,1
IM,20140713,2
IN,20140701,3892
IN,20140702,4053
IN,20140703,4195
IN,20140704,4381
IN,20140705,3472
IN,20140706,3900
IN,20140707,9134
IN,20140708,4226
IN,20140709,4051
IN,20140710,3358
IN,20140711,5606
IN,20140712,3247
IN,20140713,3257
IN,20140714,4932
IN,20140715,5382
IN,20140716,4728
IN,20140717,5017
IN,20140718,5108
IN,20140719,3656
IN,20140720,3826
IN,20140721,5167
IN,20140722,5231
IN,20140723,5501
IN,20140724,4820
IN,20140725,5416
IN,20140726,4115
IN,20140727,3620
IN,20140728,4830
IN,20140729,4906
IN,20140730,5327
IN,20140731,5428
IO,20140709,36
IO,20140710,27
IO,20140715,3
IO,20140716,2
IO,20140717,2
IO,20140723,3
IR,20140701,1396
IR,20140702,1547
IR,20140703,1628
IR,20140704,1082
IR,20140705,969
IR,20140706,1148
IR,20140707,1441
IR,20140708,1400
IR,20140709,1265
IR,20140710,1420
IR,20140711,2470
IR,20140712,1416
IR,20140713,1947
IR,20140714,2495
IR,20140715,2188
IR,20140716,1809
IR,20140717,1827
IR,20140718,1738
IR,20140719,1354
IR,20140720,1243
IR,20140721,1366
IR,20140722,1587
IR,20140723,1448
IR,20140724,1615
IR,20140725,2796
IR,20140726,1053
IR,20140727,986
IR,20140728,1197
IR,20140729,1403
IR,20140730,911
IR,20140731,1155
IS,20140701,5898
IS,20140702,5395
IS,20140703,5129
IS,20140704,3881
IS,20140705,3230
IS,20140706,4948
IS,20140707,6242
IS,20140708,6336
IS,20140709,6808
IS,20140710,9002
IS,20140711,10424
IS,20140712,6646
IS,20140713,8251
IS,20140714,9831
IS,20140715,10419
IS,20140716,8912
IS,20140717,10006
IS,20140718,10928
IS,20140719,8659
IS,20140720,10734
IS,20140721,12490
IS,20140722,12170
IS,20140723,14436
IS,20140724,13046
IS,20140725,13056
IS,20140726,9251
IS,20140727,8426
IS,20140728,10253
IS,20140729,9713
IS,20140730,8848
IS,20140731,10531
IT,20140701,1229
IT,20140702,1109
IT,20140703,856
IT,20140704,608
IT,20140705,382
IT,20140706,508
IT,20140707,1189
IT,20140708,935
IT,20140709,800
IT,20140710,823
IT,20140711,1337
IT,20140712,427
IT,20140713,529
IT,20140714,869
IT,20140715,913
IT,20140716,923
IT,20140717,906
IT,20140718,1209
IT,20140719,726
IT,20140720,669
IT,20140721,889
IT,20140722,946
IT,20140723,884
IT,20140724,1865
IT,20140725,1488
IT,20140726,710
IT,20140727,505
IT,20140728,1050
IT,20140729,1086
IT,20140730,765
IT,20140731,856
IV,20140701,23
IV,20140702,12
IV,20140703,40
IV,20140704,20
IV,20140705,12
IV,20140706,8
IV,20140707,27
IV,20140708,13
IV,20140709,18
IV,20140710,28
IV,20140711,23
IV,20140712,8
IV,20140713,5
IV,20140714,17
IV,20140715,42
IV,20140716,82
IV,20140717,155
IV,20140718,193
IV,20140719,65
IV,20140720,31
IV,20140721,27
IV,20140722,103
IV,20140723,54
IV,20140724,36
IV,20140725,54
IV,20140726,10
IV,20140728,7
IV,20140729,25
IV,20140730,36
IV,20140731,21
IZ,20140701,4405
IZ,20140702,4261
IZ,20140703,4576
IZ,20140704,3778
IZ,20140705,3113
IZ,20140706,2509
IZ,20140707,3329
IZ,20140708,2420
IZ,20140709,2157
